KLVR Charger Detection Monitor - Started 2025-08-18 16:04:28
Monitoring: https://albums-mortgages-result-viruses.trycloudflare.com
============================================================

#  1 16:04:28 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1588mV | Δ=   0mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1620mV | AAA_OFF=1592mV | Δ=  28mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1550mV | Δ=   8mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1642mV | AAA_OFF=1644mV | Δ=  -2mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1594mV | Δ=   8mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1540mV | Δ=   0mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1558mV | Δ=  -2mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1582mV | Δ=   8mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1600mV | AAA_OFF=1598mV | Δ=   2mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1554mV | Δ=   8mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1592mV | Δ=   0mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1596mV | Δ=   2mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1574mV | Δ=   6mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1518mV | Δ=  26mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1526mV | AAA_OFF=1524mV | Δ=   2mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1592mV | Δ=  -2mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1536mV | Δ=   8mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1602mV | Δ=  -4mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1544mV | Δ=  10mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1548mV | Δ=   4mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1588mV | Δ=   8mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1594mV | Δ=   2mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1562mV | Δ=   2mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1548mV | Δ=  10mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1592mV | Δ=   6mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1592mV | Δ=   2mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1588mV | Δ=   0mV
#2472 16:31:52 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2473 16:31:53 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2474 16:31:53 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2475 16:31:54 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2476 16:31:55 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2477 16:31:55 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2478 16:31:56 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2479 16:31:57 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2480 16:31:57 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2481 16:31:58 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1588mV | Δ=  -6mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1592mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1592mV | Δ=   4mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1564mV | Δ=   6mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1542mV | Δ=   2mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1592mV | Δ=  -4mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1586mV | Δ=  -4mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1520mV | AAA_OFF=1514mV | Δ=   6mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1546mV | Δ=   2mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1604mV | AAA_OFF=1594mV | Δ=  10mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1590mV | Δ= -12mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1560mV | Δ=  -4mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1618mV | AAA_OFF=1614mV | Δ=   4mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1608mV | AAA_OFF=1604mV | Δ=   4mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1590mV | Δ=   4mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1554mV | Δ= -14mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1632mV | AAA_OFF=1598mV | Δ=  34mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1604mV | AAA_OFF=1604mV | Δ=   0mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1620mV | AAA_OFF=1594mV | Δ=  26mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1618mV | AAA_OFF=1608mV | Δ=  10mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1594mV | Δ=   2mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1620mV | AAA_OFF=1592mV | Δ=  28mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1550mV | Δ=   8mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1642mV | AAA_OFF=1644mV | Δ=  -2mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1594mV | Δ=   8mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1540mV | Δ=   0mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1558mV | Δ=  -2mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1582mV | Δ=   8mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1600mV | AAA_OFF=1598mV | Δ=   2mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1554mV | Δ=   8mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1592mV | Δ=   0mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1596mV | Δ=   2mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1574mV | Δ=   6mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1518mV | Δ=  26mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1526mV | AAA_OFF=1524mV | Δ=   2mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1592mV | Δ=  -2mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1536mV | Δ=   8mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1602mV | Δ=  -4mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1544mV | Δ=  10mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1548mV | Δ=   4mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1588mV | Δ=   8mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1594mV | Δ=   2mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1562mV | Δ=   2mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1548mV | Δ=  10mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1592mV | Δ=   6mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1592mV | Δ=   2mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1588mV | Δ=   0mV
#2482 16:31:59 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2483 16:31:59 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2484 16:32:00 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2485 16:32:01 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2486 16:32:01 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2487 16:32:02 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2488 16:32:02 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2489 16:32:03 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2490 16:32:04 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2491 16:32:04 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1588mV | Δ=  -6mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1592mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1592mV | Δ=   4mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1564mV | Δ=   6mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1542mV | Δ=   2mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1592mV | Δ=  -4mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1586mV | Δ=  -4mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1520mV | AAA_OFF=1514mV | Δ=   6mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1546mV | Δ=   2mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1604mV | AAA_OFF=1594mV | Δ=  10mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1590mV | Δ= -12mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1560mV | Δ=  -4mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1618mV | AAA_OFF=1614mV | Δ=   4mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1608mV | AAA_OFF=1604mV | Δ=   4mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1590mV | Δ=   4mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1554mV | Δ= -14mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1632mV | AAA_OFF=1598mV | Δ=  34mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1604mV | AAA_OFF=1604mV | Δ=   0mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1620mV | AAA_OFF=1594mV | Δ=  26mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1618mV | AAA_OFF=1608mV | Δ=  10mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1594mV | Δ=   2mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1620mV | AAA_OFF=1592mV | Δ=  28mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1550mV | Δ=   8mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1642mV | AAA_OFF=1644mV | Δ=  -2mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1594mV | Δ=   8mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1540mV | Δ=   0mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1558mV | Δ=  -2mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1582mV | Δ=   8mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1600mV | AAA_OFF=1598mV | Δ=   2mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1554mV | Δ=   8mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1592mV | Δ=   0mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1596mV | Δ=   2mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1574mV | Δ=   6mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1518mV | Δ=  26mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1526mV | AAA_OFF=1524mV | Δ=   2mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1592mV | Δ=  -2mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1536mV | Δ=   8mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1602mV | Δ=  -4mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1544mV | Δ=  10mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1548mV | Δ=   4mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1588mV | Δ=   8mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1594mV | Δ=   2mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1562mV | Δ=   2mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1548mV | Δ=  10mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1592mV | Δ=   6mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1592mV | Δ=   2mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1588mV | Δ=   0mV
#2492 16:32:05 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2493 16:32:06 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2494 16:32:06 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2495 16:32:07 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2496 16:32:08 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2497 16:32:08 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2498 16:32:09 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2499 16:32:10 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2500 16:32:10 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2501 16:32:11 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1588mV | Δ=  -6mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1592mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1592mV | Δ=   4mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1564mV | Δ=   6mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1542mV | Δ=   2mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1592mV | Δ=  -4mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1586mV | Δ=  -4mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1520mV | AAA_OFF=1514mV | Δ=   6mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1546mV | Δ=   2mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1604mV | AAA_OFF=1594mV | Δ=  10mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1590mV | Δ= -12mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1560mV | Δ=  -4mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1618mV | AAA_OFF=1614mV | Δ=   4mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1608mV | AAA_OFF=1604mV | Δ=   4mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1590mV | Δ=   4mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1554mV | Δ= -14mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1632mV | AAA_OFF=1598mV | Δ=  34mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1604mV | AAA_OFF=1604mV | Δ=   0mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1620mV | AAA_OFF=1594mV | Δ=  26mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1618mV | AAA_OFF=1608mV | Δ=  10mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1594mV | Δ=   2mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1620mV | AAA_OFF=1592mV | Δ=  28mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1550mV | Δ=   8mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1646mV | AAA_OFF=1646mV | Δ=   0mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1594mV | Δ=   8mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1540mV | Δ=   0mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1558mV | Δ=  -2mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1582mV | Δ=   8mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1600mV | AAA_OFF=1598mV | Δ=   2mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1554mV | Δ=   8mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1592mV | Δ=   0mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1596mV | Δ=   2mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1574mV | Δ=   6mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1518mV | Δ=  26mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1526mV | AAA_OFF=1524mV | Δ=   2mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1592mV | Δ=  -2mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1536mV | Δ=   8mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1602mV | Δ=  -4mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1544mV | Δ=  10mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1548mV | Δ=   4mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1588mV | Δ=   8mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1594mV | Δ=   2mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1562mV | Δ=   2mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1548mV | Δ=  10mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1592mV | Δ=   6mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1592mV | Δ=   2mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1588mV | Δ=   0mV
#2502 16:32:12 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2503 16:32:12 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2504 16:32:13 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2505 16:32:14 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2506 16:32:14 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2507 16:32:15 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2508 16:32:16 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2509 16:32:16 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2510 16:32:17 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#2511 16:32:18 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1588mV | Δ=  -6mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1592mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1592mV | Δ=   4mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1564mV | Δ=   6mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1542mV | Δ=   2mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1592mV | Δ=  -4mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1586mV | Δ=  -4mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1520mV | AAA_OFF=1514mV | Δ=   6mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1546mV | Δ=   2mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1604mV | AAA_OFF=1594mV | Δ=  10mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1590mV | Δ= -12mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1560mV | Δ=  -4mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1618mV | AAA_OFF=1614mV | Δ=   4mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1608mV | AAA_OFF=1604mV | Δ=   4mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1590mV | Δ=   4mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1554mV | Δ= -14mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1632mV | AAA_OFF=1598mV | Δ=  34mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1604mV | AAA_OFF=1604mV | Δ=   0mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1620mV | AAA_OFF=1594mV | Δ=  26mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1618mV | AAA_OFF=1608mV | Δ=  10mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1594mV | Δ=   2mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1620mV | AAA_OFF=1592mV | Δ=  28mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1550mV | Δ=   8mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1646mV | AAA_OFF=1646mV | Δ=   0mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1594mV | Δ=   8mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1540mV | Δ=   0mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1558mV | Δ=  -2mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1582mV | Δ=   8mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1600mV | AAA_OFF=1598mV | Δ=   2mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1554mV | Δ=   8mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1592mV | Δ=   0mV
