KLVR Charger Detection Monitor - Started 2025-08-28 13:31:08
Monitoring: http://10.110.73.155:8000
============================================================

#  1 13:31:08 | [AAA TEST] Total: 25 | Detected AAA: 25 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 11: KLVR-AAA | AAA_ON=1532mV | AAA_OFF=1194mV | Δ= 338mV | Cycle=2
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1198mV | Δ= 338mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1206mV | Δ= 336mV | Cycle=3
    ✅ SLOT 36: KLVR-AAA | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1222mV | Δ= 324mV | Cycle=3
    ✅ SLOT 38: KLVR-AAA | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1208mV | Δ= 340mV | Cycle=2
    ✅ SLOT 40: KLVR-AAA | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 41: KLVR-AAA | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1214mV | Δ= 344mV | Cycle=2
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1210mV | Δ= 348mV | Cycle=2
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1216mV | Δ= 338mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1230mV | Δ= 334mV | Cycle=3
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1202mV | Δ= 352mV | Cycle=2
#122 13:32:37 | [AAA TEST] Total: 29 | Detected AAA: 29 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#123 13:32:38 | [AAA TEST] Total: 29 | Detected AAA: 29 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#124 13:32:39 | [AAA TEST] Total: 29 | Detected AAA: 29 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#125 13:32:39 | [AAA TEST] Total: 29 | Detected AAA: 29 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#126 13:32:40 | [AAA TEST] Total: 29 | Detected AAA: 29 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#127 13:32:41 | [AAA TEST] Total: 29 | Detected AAA: 29 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#128 13:32:42 | [AAA TEST] Total: 29 | Detected AAA: 29 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#129 13:32:42 | [AAA TEST] Total: 29 | Detected AAA: 29 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#130 13:32:43 | [AAA TEST] Total: 29 | Detected AAA: 29 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#131 13:32:44 | [AAA TEST] Total: 29 | Detected AAA: 29 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 11: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1204mV | Δ= 332mV | Cycle=2
    ✅ SLOT 12: KLVR-AAA | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 13: KLVR-AAA | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 14: KLVR-AAA | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 16: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1202mV | Δ= 336mV | Cycle=3
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1232mV | Δ= 328mV | Cycle=3
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1264mV | AAA_OFF= 928mV | Δ= 336mV | Cycle=2
    ✅ SLOT 26: KLVR-AAA | AAA_ON=1258mV | AAA_OFF= 934mV | Δ= 324mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1222mV | Δ= 330mV | Cycle=2
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1222mV | Δ= 326mV | Cycle=3
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1228mV | Δ= 338mV | Cycle=3
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1196mV | Δ= 348mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1214mV | Δ= 328mV | Cycle=2
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1578mV | AAA_OFF=1232mV | Δ= 346mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1578mV | AAA_OFF=1234mV | Δ= 344mV | Cycle=2
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1198mV | Δ= 338mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1206mV | Δ= 336mV | Cycle=3
    ✅ SLOT 36: KLVR-AAA | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1222mV | Δ= 324mV | Cycle=3
    ✅ SLOT 38: KLVR-AAA | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1208mV | Δ= 340mV | Cycle=2
    ✅ SLOT 40: KLVR-AAA | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 41: KLVR-AAA | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1214mV | Δ= 344mV | Cycle=2
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1210mV | Δ= 348mV | Cycle=2
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1216mV | Δ= 338mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1230mV | Δ= 334mV | Cycle=3
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1202mV | Δ= 352mV | Cycle=2
#132 13:32:45 | [AAA TEST] Total: 29 | Detected AAA: 29 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#133 13:32:45 | [AAA TEST] Total: 29 | Detected AAA: 29 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#134 13:32:46 | [AAA TEST] Total:  3 | Detected AAA:  3 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    📥 BATTERY COUNT: 29 → 3
#135 13:32:47 | [AAA TEST] Total:  3 | Detected AAA:  3 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#136 13:32:48 | [AAA TEST] Total:  3 | Detected AAA:  3 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#137 13:32:48 | [AAA TEST] Total:  3 | Detected AAA:  3 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#138 13:32:49 | [AAA TEST] Total:  3 | Detected AAA:  3 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#139 13:32:50 | [AAA TEST] Total:  3 | Detected AAA:  3 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#140 13:32:51 | [AAA TEST] Total:  3 | Detected AAA:  3 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#141 13:32:51 | [AAA TEST] Total:  3 | Detected AAA:  3 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 11: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1204mV | Δ= 332mV | Cycle=2
    ✅ SLOT 16: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1202mV | Δ= 336mV | Cycle=3
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1232mV | Δ= 328mV | Cycle=3
#142 13:32:52 | [AAA TEST] Total:  3 | Detected AAA:  3 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#143 13:32:53 | [AAA TEST] Total:  3 | Detected AAA:  3 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#144 13:32:54 | [AAA TEST] Total:  3 | Detected AAA:  3 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#145 13:32:54 | [AAA TEST] Total:  3 | Detected AAA:  3 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#146 13:32:55 | [AAA TEST] Total:  3 | Detected AAA:  3 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#147 13:32:56 | [AAA TEST] Total: 12 | Detected AAA: 12 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    📥 BATTERY COUNT: 3 → 12
#148 13:32:56 | [AAA TEST] Total: 25 | Detected AAA: 25 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    📥 BATTERY COUNT: 12 → 25
#149 13:32:57 | [AAA TEST] Total: 25 | Detected AAA: 25 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#150 13:32:58 | [AAA TEST] Total: 25 | Detected AAA: 25 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#151 13:32:59 | [AAA TEST] Total: 25 | Detected AAA: 25 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 11: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1204mV | Δ= 338mV | Cycle=2
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1232mV | Δ= 330mV | Cycle=3
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1268mV | AAA_OFF= 942mV | Δ= 326mV | Cycle=2
    ✅ SLOT 26: KLVR-AAA | AAA_ON=1278mV | AAA_OFF= 946mV | Δ= 332mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1228mV | Δ= 338mV | Cycle=2
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1224mV | Δ= 326mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1228mV | Δ= 326mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1540mV | AAA_OFF=1196mV | Δ= 344mV | Cycle=3
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1212mV | Δ= 344mV | Cycle=2
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1234mV | Δ= 336mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1578mV | AAA_OFF=1234mV | Δ= 344mV | Cycle=3
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1210mV | Δ= 328mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1204mV | Δ= 344mV | Cycle=2
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1226mV | Δ= 336mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1222mV | Δ= 336mV | Cycle=2
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1226mV | Δ= 330mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1210mV | Δ= 352mV | Cycle=2
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1568mV | AAA_OFF=1236mV | Δ= 332mV | Cycle=2
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1194mV | Δ= 342mV | Cycle=2
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1210mV | Δ= 332mV | Cycle=2
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1212mV | Δ= 336mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1212mV | Δ= 344mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1228mV | Δ= 342mV | Cycle=2
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1230mV | Δ= 334mV | Cycle=2
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1204mV | Δ= 354mV | Cycle=2
#152 13:32:59 | [AAA TEST] Total: 25 | Detected AAA: 25 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#153 13:33:00 | [AAA TEST] Total: 25 | Detected AAA: 25 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#154 13:33:01 | [AAA TEST] Total: 25 | Detected AAA: 25 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#155 13:33:02 | [AAA TEST] Total: 25 | Detected AAA: 25 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#156 13:33:02 | [AAA TEST] Total: 25 | Detected AAA: 25 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#157 13:33:03 | [AAA TEST] Total: 25 | Detected AAA: 25 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#158 13:33:04 | [AAA TEST] Total: 25 | Detected AAA: 25 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#159 13:33:05 | [AAA TEST] Total: 25 | Detected AAA: 25 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#160 13:33:05 | [AAA TEST] Total: 25 | Detected AAA: 25 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#161 13:33:06 | [AAA TEST] Total: 29 | Detected AAA: 29 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 11: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1204mV | Δ= 338mV | Cycle=2
    ✅ SLOT 12: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1230mV | Δ= 328mV | Cycle=2
    ✅ SLOT 13: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1216mV | Δ= 348mV | Cycle=2
    ✅ SLOT 14: KLVR-AAA | AAA_ON=1540mV | AAA_OFF=1202mV | Δ= 338mV | Cycle=2
    ✅ SLOT 16: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1200mV | Δ= 336mV | Cycle=2
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1232mV | Δ= 330mV | Cycle=3
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1268mV | AAA_OFF= 942mV | Δ= 326mV | Cycle=2
    ✅ SLOT 26: KLVR-AAA | AAA_ON=1278mV | AAA_OFF= 946mV | Δ= 332mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1228mV | Δ= 338mV | Cycle=2
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1224mV | Δ= 326mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1228mV | Δ= 326mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1540mV | AAA_OFF=1196mV | Δ= 344mV | Cycle=3
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1212mV | Δ= 344mV | Cycle=2
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1234mV | Δ= 336mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1578mV | AAA_OFF=1234mV | Δ= 344mV | Cycle=3
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1210mV | Δ= 328mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1204mV | Δ= 344mV | Cycle=2
    ✅ SLOT 36: KLVR-AAA | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1222mV | Δ= 336mV | Cycle=2
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1226mV | Δ= 330mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1210mV | Δ= 352mV | Cycle=2
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1568mV | AAA_OFF=1236mV | Δ= 332mV | Cycle=2
    ✅ SLOT 41: KLVR-AAA | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1210mV | Δ= 332mV | Cycle=2
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1212mV | Δ= 336mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1212mV | Δ= 344mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1228mV | Δ= 342mV | Cycle=2
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1230mV | Δ= 334mV | Cycle=2
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1204mV | Δ= 354mV | Cycle=2
    📥 BATTERY COUNT: 25 → 29
#162 13:33:07 | [AAA TEST] Total: 29 | Detected AAA: 29 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#163 13:33:08 | [AAA TEST] Total: 29 | Detected AAA: 29 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#164 13:33:08 | [AAA TEST] Total: 29 | Detected AAA: 29 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#165 13:33:09 | [AAA TEST] Total: 29 | Detected AAA: 29 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#166 13:33:10 | [AAA TEST] Total: 29 | Detected AAA: 29 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#167 13:33:11 | [AAA TEST] Total: 29 | Detected AAA: 29 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#168 13:33:11 | [AAA TEST] Total: 29 | Detected AAA: 29 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#169 13:33:12 | [AAA TEST] Total: 29 | Detected AAA: 29 | Failed to detect:  0 | Retries: 0 | ✅ All detected
