KLVR Charger Detection Monitor - Started 2025-08-28 09:36:05
Monitoring: http://10.110.73.155:8000
============================================================

#  1 09:36:05 | [AA TEST] Total: 37 | Correct AA: 30 | Misdetected as AAA:  7 | Retries: 0 | 🚨 MISDETECTION!
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1558mV | Δ=   4mV | Cycle=2
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1574mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1560mV | Δ=   2mV | Cycle=2
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1564mV | Δ=   4mV | Cycle=3
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1576mV | Δ=   6mV | Cycle=3
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1584mV | Δ= -14mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1608mV | AAA_OFF=1578mV | Δ=  30mV | Cycle=3
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1564mV | Δ=  -2mV | Cycle=2
#152 09:37:58 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 44 → 46
#153 09:37:59 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#154 09:37:59 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#155 09:38:00 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#156 09:38:01 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#157 09:38:02 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#158 09:38:02 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#159 09:38:03 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#160 09:38:04 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#161 09:38:05 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1576mV | Δ= -18mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1540mV | Δ=  -8mV | Cycle=3
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1574mV | Δ=  -2mV | Cycle=2
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1556mV | Δ=   0mV | Cycle=1
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1562mV | Δ=   0mV | Cycle=3
    ✅ SLOT  5: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1548mV | Δ=   0mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  8: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  9: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1538mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1562mV | Δ= -18mV | Cycle=2
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1550mV | Δ= -12mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1570mV | Δ= -10mV | Cycle=2
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1546mV | Δ=   4mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   2mV | Cycle=3
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1584mV | Δ=   4mV | Cycle=1
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1558mV | Δ=  -6mV | Cycle=2
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1564mV | Δ=   4mV | Cycle=2
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1548mV | Δ=   6mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1588mV | Δ=  -8mV | Cycle=3
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1574mV | Δ= -10mV | Cycle=2
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1550mV | Δ=   0mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1572mV | Δ=   0mV | Cycle=1
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1576mV | Δ=   0mV | Cycle=2
    ✅ SLOT 28: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1570mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1546mV | Δ=   4mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1568mV | Δ=   4mV | Cycle=2
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1566mV | Δ=   2mV | Cycle=1
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1570mV | Δ=   8mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1536mV | AAA_OFF=1534mV | Δ=   2mV | Cycle=2
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1566mV | Δ= -10mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1550mV | Δ= -10mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1558mV | Δ=   8mV | Cycle=2
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1574mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1560mV | Δ=   2mV | Cycle=2
    ✅ SLOT 42: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1576mV | Δ=   6mV | Cycle=3
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1584mV | Δ= -14mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1564mV | Δ=  -2mV | Cycle=2
#162 09:38:05 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#163 09:38:06 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#164 09:38:07 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#165 09:38:08 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#166 09:38:08 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#167 09:38:09 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#168 09:38:10 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#169 09:38:10 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#170 09:38:11 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#171 09:38:12 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  2: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  3: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  4: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  5: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1548mV | Δ=   0mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  8: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  9: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1538mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1562mV | Δ= -18mV | Cycle=2
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1550mV | Δ= -12mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1570mV | Δ= -10mV | Cycle=2
    ✅ SLOT 15: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1584mV | Δ=   4mV | Cycle=1
    ✅ SLOT 18: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1588mV | Δ=  -8mV | Cycle=3
    ✅ SLOT 24: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1550mV | Δ=   0mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1572mV | Δ=   0mV | Cycle=1
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1576mV | Δ=   0mV | Cycle=2
    ✅ SLOT 28: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 30: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1546mV | Δ=   4mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1568mV | Δ=   4mV | Cycle=2
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1566mV | Δ=   2mV | Cycle=1
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1570mV | Δ=   8mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1536mV | AAA_OFF=1534mV | Δ=   2mV | Cycle=2
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1566mV | Δ= -10mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1550mV | Δ= -10mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1558mV | Δ=   8mV | Cycle=2
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1574mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1560mV | Δ=   2mV | Cycle=2
    ✅ SLOT 42: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1576mV | Δ=   6mV | Cycle=3
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1584mV | Δ= -14mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
#172 09:38:13 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#173 09:38:13 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#174 09:38:14 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#175 09:38:15 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#176 09:38:16 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#177 09:38:16 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#178 09:38:17 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#179 09:38:18 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#180 09:38:19 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#181 09:38:19 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  2: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  3: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  4: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  5: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  6: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  8: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  9: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1538mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1550mV | Δ= -12mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 15: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 17: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 18: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1588mV | Δ=  -8mV | Cycle=3
    ✅ SLOT 24: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1550mV | Δ=   0mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1572mV | Δ=   0mV | Cycle=1
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1576mV | Δ=   0mV | Cycle=2
    ✅ SLOT 28: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 30: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1546mV | Δ=   4mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1568mV | Δ=   4mV | Cycle=2
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1566mV | Δ=   2mV | Cycle=1
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1570mV | Δ=   8mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1536mV | AAA_OFF=1534mV | Δ=   2mV | Cycle=2
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1566mV | Δ= -10mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1550mV | Δ= -10mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1558mV | Δ=   8mV | Cycle=2
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1574mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1560mV | Δ=   2mV | Cycle=2
    ✅ SLOT 42: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1576mV | Δ=   6mV | Cycle=3
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1584mV | Δ= -14mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
#182 09:38:20 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#183 09:38:21 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#184 09:38:22 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#185 09:38:22 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#186 09:38:23 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#187 09:38:24 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#188 09:38:25 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#189 09:38:25 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#190 09:38:26 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#191 09:38:27 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  2: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  3: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  4: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  5: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  6: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  8: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  9: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1538mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1550mV | Δ= -12mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 15: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 17: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 18: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1588mV | Δ=  -8mV | Cycle=3
    ✅ SLOT 24: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1550mV | Δ=   0mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1572mV | Δ=   0mV | Cycle=1
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1576mV | Δ=   0mV | Cycle=2
    ✅ SLOT 28: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 30: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1546mV | Δ=   4mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1568mV | Δ=   4mV | Cycle=2
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1566mV | Δ=   2mV | Cycle=1
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1570mV | Δ=   8mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1536mV | AAA_OFF=1534mV | Δ=   2mV | Cycle=2
