KLVR Charger Detection Monitor - Started 2025-08-18 14:54:08
Monitoring: https://lid-surgery-passport-vanilla.trycloudflare.com
============================================================

#  1 14:54:08 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1590mV | Δ=  -2mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1514mV | Δ=  32mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1592mV | Δ=   2mV
    🚨 SLOT 10: KLVR-AAA | AAA_ON=1602mV | AAA_OFF=1418mV | Δ= 184mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1560mV | Δ=  -2mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1618mV | AAA_OFF=1614mV | Δ=   4mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1600mV | AAA_OFF=1604mV | Δ=  -4mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1590mV | Δ=  -2mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1562mV | Δ=  -4mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1628mV | AAA_OFF=1606mV | Δ=  22mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1606mV | AAA_OFF=1600mV | Δ=   6mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1594mV | Δ=  -6mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1616mV | AAA_OFF=1616mV | Δ=   0mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1620mV | AAA_OFF=1592mV | Δ=  28mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1594mV | Δ=   4mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1550mV | Δ=  28mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1604mV | AAA_OFF=1600mV | Δ=   4mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1594mV | Δ=   0mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1540mV | Δ=   0mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1556mV | Δ=   8mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1590mV | Δ=   2mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1586mV | Δ=   0mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1550mV | Δ=  10mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1594mV | Δ=   2mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1594mV | Δ=   4mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1572mV | Δ=   6mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1550mV | Δ=  10mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1524mV | Δ=   8mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1624mV | AAA_OFF=1596mV | Δ=  28mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1538mV | Δ=   0mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1598mV | Δ=   4mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1544mV | Δ=  -2mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1546mV | Δ=   8mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1594mV | Δ=  -2mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1594mV | Δ=   4mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1562mV | Δ= -32mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1548mV | Δ=   2mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1590mV | Δ=   8mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1592mV | Δ=  10mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1582mV | Δ=   8mV
    🚨🚨 AA MISDETECTION ALERT! 1 AA batteries detected as AAA!
    🔬 SLOT 10 DETAILS: Detected=KLVR-AAA | AAA_ON=1602mV | AAA_OFF=1418mV | Δ=184mV
#293 14:57:21 | [AA TEST] Total: 48 | Correct AA: 47 | Misdetected as AAA:  1 | Retries: 0 | 🚨 MISDETECTION!
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1588mV | Δ= -10mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1586mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1590mV | Δ=  -2mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1564mV | Δ=   4mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1542mV | Δ=   2mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1632mV | AAA_OFF=1632mV | Δ=   0mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1584mV | Δ=  -2mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1514mV | Δ=  32mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1592mV | Δ=   2mV
    🚨 SLOT 10: KLVR-AAA | AAA_ON=1602mV | AAA_OFF=1418mV | Δ= 184mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1560mV | Δ=  -2mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1618mV | AAA_OFF=1614mV | Δ=   4mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1600mV | AAA_OFF=1604mV | Δ=  -4mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1590mV | Δ=  -2mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1562mV | Δ=  -4mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1628mV | AAA_OFF=1606mV | Δ=  22mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1606mV | AAA_OFF=1600mV | Δ=   6mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1594mV | Δ=  -6mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1616mV | AAA_OFF=1616mV | Δ=   0mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1620mV | AAA_OFF=1592mV | Δ=  28mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1594mV | Δ=   4mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1550mV | Δ=  28mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1604mV | AAA_OFF=1600mV | Δ=   4mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1594mV | Δ=   0mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1540mV | Δ=   0mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1556mV | Δ=   8mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1590mV | Δ=   2mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1586mV | Δ=   0mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1550mV | Δ=  10mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1594mV | Δ=   2mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1594mV | Δ=   4mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1572mV | Δ=   6mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1550mV | Δ=  10mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1524mV | Δ=   8mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1624mV | AAA_OFF=1596mV | Δ=  28mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1538mV | Δ=   0mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1598mV | Δ=   4mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1544mV | Δ=  -2mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1546mV | Δ=   8mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1594mV | Δ=  -2mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1594mV | Δ=   4mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1562mV | Δ= -32mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1548mV | Δ=   2mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1590mV | Δ=   8mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1592mV | Δ=  10mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1582mV | Δ=   8mV
    🚨🚨 AA MISDETECTION ALERT! 1 AA batteries detected as AAA!
    🔬 SLOT 10 DETAILS: Detected=KLVR-AAA | AAA_ON=1602mV | AAA_OFF=1418mV | Δ=184mV
#294 14:57:21 | [AA TEST] Total: 48 | Correct AA: 47 | Misdetected as AAA:  1 | Retries: 0 | 🚨 MISDETECTION!
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1588mV | Δ= -10mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1586mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1590mV | Δ=  -2mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1564mV | Δ=   4mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1542mV | Δ=   2mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1632mV | AAA_OFF=1632mV | Δ=   0mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1584mV | Δ=  -2mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1514mV | Δ=  32mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1592mV | Δ=   2mV
    🚨 SLOT 10: KLVR-AAA | AAA_ON=1602mV | AAA_OFF=1418mV | Δ= 184mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1560mV | Δ=  -2mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1618mV | AAA_OFF=1614mV | Δ=   4mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1600mV | AAA_OFF=1604mV | Δ=  -4mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1590mV | Δ=  -2mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1562mV | Δ=  -4mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1628mV | AAA_OFF=1606mV | Δ=  22mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1606mV | AAA_OFF=1600mV | Δ=   6mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1594mV | Δ=  -6mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1616mV | AAA_OFF=1616mV | Δ=   0mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1620mV | AAA_OFF=1592mV | Δ=  28mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1594mV | Δ=   4mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1550mV | Δ=  28mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1604mV | AAA_OFF=1600mV | Δ=   4mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1594mV | Δ=   0mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1540mV | Δ=   0mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1556mV | Δ=   8mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1590mV | Δ=   2mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1586mV | Δ=   0mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1550mV | Δ=  10mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1594mV | Δ=   2mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1594mV | Δ=   4mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1572mV | Δ=   6mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1550mV | Δ=  10mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1524mV | Δ=   8mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1624mV | AAA_OFF=1596mV | Δ=  28mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1538mV | Δ=   0mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1598mV | Δ=   4mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1544mV | Δ=  -2mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1546mV | Δ=   8mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1594mV | Δ=  -2mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1594mV | Δ=   4mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1562mV | Δ= -32mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1548mV | Δ=   2mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1590mV | Δ=   8mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1592mV | Δ=  10mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1582mV | Δ=   8mV
    🚨🚨 AA MISDETECTION ALERT! 1 AA batteries detected as AAA!
    🔬 SLOT 10 DETAILS: Detected=KLVR-AAA | AAA_ON=1602mV | AAA_OFF=1418mV | Δ=184mV
#295 14:57:22 | [AA TEST] Total: 48 | Correct AA: 47 | Misdetected as AAA:  1 | Retries: 0 | 🚨 MISDETECTION!
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1588mV | Δ= -10mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1586mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1590mV | Δ=  -2mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1564mV | Δ=   4mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1542mV | Δ=   2mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1632mV | AAA_OFF=1632mV | Δ=   0mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1584mV | Δ=  -2mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1514mV | Δ=  32mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1592mV | Δ=   2mV
    🚨 SLOT 10: KLVR-AAA | AAA_ON=1602mV | AAA_OFF=1418mV | Δ= 184mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1560mV | Δ=  -2mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1618mV | AAA_OFF=1614mV | Δ=   4mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1600mV | AAA_OFF=1604mV | Δ=  -4mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1590mV | Δ=  -2mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1562mV | Δ=  -4mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1628mV | AAA_OFF=1606mV | Δ=  22mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1606mV | AAA_OFF=1600mV | Δ=   6mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1594mV | Δ=  -6mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1616mV | AAA_OFF=1616mV | Δ=   0mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1620mV | AAA_OFF=1592mV | Δ=  28mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1594mV | Δ=   4mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1550mV | Δ=  28mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1604mV | AAA_OFF=1600mV | Δ=   4mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1594mV | Δ=   0mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1540mV | Δ=   0mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1556mV | Δ=   8mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1590mV | Δ=   2mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1586mV | Δ=   0mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1550mV | Δ=  10mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1594mV | Δ=   2mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1594mV | Δ=   4mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1572mV | Δ=   6mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1550mV | Δ=  10mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1524mV | Δ=   8mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1624mV | AAA_OFF=1596mV | Δ=  28mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1538mV | Δ=   0mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1598mV | Δ=   4mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1544mV | Δ=  -2mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1546mV | Δ=   8mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1594mV | Δ=  -2mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1594mV | Δ=   4mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1562mV | Δ= -32mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1548mV | Δ=   2mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1590mV | Δ=   8mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1592mV | Δ=  10mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1582mV | Δ=   8mV
    🚨🚨 AA MISDETECTION ALERT! 1 AA batteries detected as AAA!
    🔬 SLOT 10 DETAILS: Detected=KLVR-AAA | AAA_ON=1602mV | AAA_OFF=1418mV | Δ=184mV
#296 14:57:23 | [AA TEST] Total: 48 | Correct AA: 47 | Misdetected as AAA:  1 | Retries: 0 | 🚨 MISDETECTION!
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1588mV | Δ= -10mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1586mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1590mV | Δ=  -2mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1564mV | Δ=   4mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1542mV | Δ=   2mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1632mV | AAA_OFF=1632mV | Δ=   0mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1584mV | Δ=  -2mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1514mV | Δ=  32mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1592mV | Δ=   2mV
    🚨 SLOT 10: KLVR-AAA | AAA_ON=1602mV | AAA_OFF=1418mV | Δ= 184mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1560mV | Δ=  -2mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1618mV | AAA_OFF=1614mV | Δ=   4mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1600mV | AAA_OFF=1604mV | Δ=  -4mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1590mV | Δ=  -2mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1562mV | Δ=  -4mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1628mV | AAA_OFF=1606mV | Δ=  22mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1606mV | AAA_OFF=1600mV | Δ=   6mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1594mV | Δ=  -6mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1616mV | AAA_OFF=1616mV | Δ=   0mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1620mV | AAA_OFF=1592mV | Δ=  28mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1594mV | Δ=   4mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1550mV | Δ=  28mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1604mV | AAA_OFF=1600mV | Δ=   4mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1594mV | Δ=   0mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1540mV | Δ=   0mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1556mV | Δ=   8mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1590mV | Δ=   2mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1586mV | Δ=   0mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1550mV | Δ=  10mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1594mV | Δ=   2mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1594mV | Δ=   4mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1572mV | Δ=   6mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1550mV | Δ=  10mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1524mV | Δ=   8mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1624mV | AAA_OFF=1596mV | Δ=  28mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1538mV | Δ=   0mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1598mV | Δ=   4mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1544mV | Δ=  -2mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1546mV | Δ=   8mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1594mV | Δ=  -2mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1594mV | Δ=   4mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1562mV | Δ= -32mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1548mV | Δ=   2mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1590mV | Δ=   8mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1602mV | AAA_OFF=1592mV | Δ=  10mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1582mV | Δ=   8mV
    🚨🚨 AA MISDETECTION ALERT! 1 AA batteries detected as AAA!
    🔬 SLOT 10 DETAILS: Detected=KLVR-AAA | AAA_ON=1602mV | AAA_OFF=1418mV | Δ=184mV
#297 14:57:23 | [AA TEST] Total: 48 | Correct AA: 47 | Misdetected as AAA:  1 | Retries: 0 | 🚨 MISDETECTION!
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1588mV | Δ= -10mV
