KLVR Charger Detection Monitor - Started 2025-08-28 13:38:35
Monitoring: http://10.110.73.155:8000
============================================================

#  1 13:38:35 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1326mV | AAA_OFF=1300mV | Δ=  26mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1296mV | AAA_OFF=1308mV | Δ= -12mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
#1472 13:56:47 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1473 13:56:48 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1474 13:56:49 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1475 13:56:50 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1476 13:56:50 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1477 13:56:51 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1478 13:56:52 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1479 13:56:53 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1480 13:56:53 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1481 13:56:54 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  2: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  3: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1362mV | AAA_OFF=1366mV | Δ=  -4mV | Cycle=1
    ✅ SLOT  5: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1394mV | AAA_OFF=1388mV | Δ=   6mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1360mV | AAA_OFF=1368mV | Δ=  -8mV | Cycle=3
    ✅ SLOT  9: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 10: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1370mV | AAA_OFF=1382mV | Δ= -12mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 13: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1564mV | Δ=   4mV | Cycle=2
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1362mV | AAA_OFF=1360mV | Δ=   2mV | Cycle=3
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1360mV | AAA_OFF=1358mV | Δ=   2mV | Cycle=2
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1388mV | AAA_OFF=1380mV | Δ=   8mV | Cycle=2
    ✅ SLOT 18: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1386mV | AAA_OFF=1376mV | Δ=  10mV | Cycle=3
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1360mV | AAA_OFF=1370mV | Δ= -10mV | Cycle=2
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1352mV | AAA_OFF=1364mV | Δ= -12mV | Cycle=2
    ✅ SLOT 25: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 27: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 28: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 30: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 31: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 32: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 33: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1374mV | AAA_OFF=1364mV | Δ=  10mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1382mV | AAA_OFF=1374mV | Δ=   8mV | Cycle=3
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1380mV | AAA_OFF=1376mV | Δ=   4mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1372mV | AAA_OFF=1368mV | Δ=   4mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1382mV | AAA_OFF=1382mV | Δ=   0mV | Cycle=3
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1298mV | AAA_OFF=1292mV | Δ=   6mV | Cycle=2
    ✅ SLOT 41: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1326mV | AAA_OFF=1300mV | Δ=  26mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1296mV | AAA_OFF=1308mV | Δ= -12mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
#1482 13:56:55 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1483 13:56:56 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1484 13:56:56 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1485 13:56:57 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1486 13:56:58 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1487 13:56:59 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1488 13:56:59 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1489 13:57:00 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1490 13:57:01 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1491 13:57:02 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  2: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  3: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1362mV | AAA_OFF=1366mV | Δ=  -4mV | Cycle=1
    ✅ SLOT  5: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1394mV | AAA_OFF=1388mV | Δ=   6mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1360mV | AAA_OFF=1368mV | Δ=  -8mV | Cycle=3
    ✅ SLOT  9: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 10: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1370mV | AAA_OFF=1382mV | Δ= -12mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 13: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1564mV | Δ=   4mV | Cycle=2
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1362mV | AAA_OFF=1360mV | Δ=   2mV | Cycle=3
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1360mV | AAA_OFF=1358mV | Δ=   2mV | Cycle=2
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1388mV | AAA_OFF=1380mV | Δ=   8mV | Cycle=2
    ✅ SLOT 18: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1386mV | AAA_OFF=1376mV | Δ=  10mV | Cycle=3
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1360mV | AAA_OFF=1370mV | Δ= -10mV | Cycle=2
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1352mV | AAA_OFF=1364mV | Δ= -12mV | Cycle=2
    ✅ SLOT 25: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 27: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 28: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 30: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 31: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 32: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 33: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1374mV | AAA_OFF=1364mV | Δ=  10mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1382mV | AAA_OFF=1374mV | Δ=   8mV | Cycle=3
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1380mV | AAA_OFF=1376mV | Δ=   4mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1372mV | AAA_OFF=1368mV | Δ=   4mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1382mV | AAA_OFF=1382mV | Δ=   0mV | Cycle=3
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1298mV | AAA_OFF=1292mV | Δ=   6mV | Cycle=2
    ✅ SLOT 41: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1326mV | AAA_OFF=1300mV | Δ=  26mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1296mV | AAA_OFF=1308mV | Δ= -12mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
#1492 13:57:02 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1493 13:57:03 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1494 13:57:04 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1495 13:57:04 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1496 13:57:05 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1497 13:57:06 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1498 13:57:07 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1499 13:57:07 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1500 13:57:08 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1501 13:57:09 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  2: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  3: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1362mV | AAA_OFF=1366mV | Δ=  -4mV | Cycle=1
    ✅ SLOT  5: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1394mV | AAA_OFF=1388mV | Δ=   6mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1360mV | AAA_OFF=1368mV | Δ=  -8mV | Cycle=3
    ✅ SLOT  9: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 10: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1370mV | AAA_OFF=1382mV | Δ= -12mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 13: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1564mV | Δ=   4mV | Cycle=2
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1362mV | AAA_OFF=1360mV | Δ=   2mV | Cycle=3
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1360mV | AAA_OFF=1358mV | Δ=   2mV | Cycle=2
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1388mV | AAA_OFF=1380mV | Δ=   8mV | Cycle=2
    ✅ SLOT 18: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1386mV | AAA_OFF=1376mV | Δ=  10mV | Cycle=3
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1360mV | AAA_OFF=1370mV | Δ= -10mV | Cycle=2
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1352mV | AAA_OFF=1364mV | Δ= -12mV | Cycle=2
    ✅ SLOT 25: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 27: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 28: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 30: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 31: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 32: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 33: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1374mV | AAA_OFF=1364mV | Δ=  10mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1382mV | AAA_OFF=1374mV | Δ=   8mV | Cycle=3
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1380mV | AAA_OFF=1376mV | Δ=   4mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1372mV | AAA_OFF=1368mV | Δ=   4mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1382mV | AAA_OFF=1382mV | Δ=   0mV | Cycle=3
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1298mV | AAA_OFF=1292mV | Δ=   6mV | Cycle=2
    ✅ SLOT 41: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1326mV | AAA_OFF=1300mV | Δ=  26mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1296mV | AAA_OFF=1308mV | Δ= -12mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
#1502 13:57:10 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1503 13:57:10 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1504 13:57:11 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1505 13:57:12 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1506 13:57:13 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1507 13:57:13 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1508 13:57:14 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1509 13:57:15 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1510 13:57:16 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#1511 13:57:16 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  2: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  3: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1362mV | AAA_OFF=1366mV | Δ=  -4mV | Cycle=1
    ✅ SLOT  5: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1394mV | AAA_OFF=1388mV | Δ=   6mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1360mV | AAA_OFF=1368mV | Δ=  -8mV | Cycle=3
    ✅ SLOT  9: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 10: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1370mV | AAA_OFF=1382mV | Δ= -12mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 13: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1564mV | Δ=   4mV | Cycle=2
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1362mV | AAA_OFF=1360mV | Δ=   2mV | Cycle=3
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1360mV | AAA_OFF=1358mV | Δ=   2mV | Cycle=2
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1388mV | AAA_OFF=1380mV | Δ=   8mV | Cycle=2
    ✅ SLOT 18: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1386mV | AAA_OFF=1376mV | Δ=  10mV | Cycle=3
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1360mV | AAA_OFF=1370mV | Δ= -10mV | Cycle=2
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1352mV | AAA_OFF=1364mV | Δ= -12mV | Cycle=2
    ✅ SLOT 25: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 27: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 28: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
