KLVR Charger Detection Monitor - Started 2025-08-26 12:43:57
Monitoring: http://10.110.73.155:8000
============================================================

#  1 12:43:57 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1540mV | Δ=   8mV
#304 12:46:45 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#305 12:46:46 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#306 12:46:46 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#307 12:46:47 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#308 12:46:47 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#309 12:46:48 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#310 12:46:48 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#311 12:46:49 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1588mV | Δ= -24mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1560mV | Δ=  -4mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1550mV | Δ=  40mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=  -2mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1536mV | Δ=  26mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1560mV | Δ=  -6mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1542mV | Δ=  28mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1494mV | AAA_OFF=1508mV | Δ= -14mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1490mV | AAA_OFF=1488mV | Δ=   2mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1486mV | AAA_OFF=1478mV | Δ=   8mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   2mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1550mV | Δ=  12mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1572mV | Δ=  -4mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1592mV | Δ=  -8mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1564mV | Δ= -10mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1472mV | AAA_OFF=1458mV | Δ=  14mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1516mV | Δ=  28mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1540mV | Δ=  24mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1556mV | Δ=  -2mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1566mV | Δ=  -4mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1504mV | AAA_OFF=1508mV | Δ=  -4mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1564mV | Δ=   0mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1582mV | Δ= -10mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1570mV | Δ=   0mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1564mV | Δ=   8mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1554mV | Δ=  42mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1588mV | Δ=   2mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1554mV | Δ=   4mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=  -2mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1540mV | Δ=  28mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=   0mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1488mV | AAA_OFF=1486mV | Δ=   2mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1550mV | Δ=  14mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1502mV | AAA_OFF=1462mV | Δ=  40mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1562mV | Δ= -14mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1562mV | Δ=   0mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1512mV | AAA_OFF=1494mV | Δ=  18mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1586mV | Δ= -30mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1580mV | Δ= -12mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1470mV | AAA_OFF=1466mV | Δ=   4mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1562mV | Δ=   4mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1564mV | Δ=  -4mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1580mV | Δ=  -4mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1566mV | Δ=  28mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1586mV | Δ= -20mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1474mV | AAA_OFF=1504mV | Δ= -30mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1512mV | Δ=  18mV
#312 12:46:49 | [AA TEST] Total: 25 | Correct AA: 25 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 48 → 25
#313 12:46:50 | [AA TEST] Total: 25 | Correct AA: 25 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#314 12:46:51 | [AA TEST] Total: 25 | Correct AA: 25 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#315 12:46:51 | [AA TEST] Total: 25 | Correct AA: 25 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#316 12:46:52 | [AA TEST] Total: 25 | Correct AA: 25 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#317 12:46:53 | [AA TEST] Total: 25 | Correct AA: 25 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#318 12:46:53 | [AA TEST] Total: 25 | Correct AA: 25 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#319 12:46:54 | [AA TEST] Total: 25 | Correct AA: 25 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#320 12:46:54 | [AA TEST] Total: 25 | Correct AA: 25 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#321 12:46:55 | [AA TEST] Total: 25 | Correct AA: 25 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1566mV | Δ=  -4mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1564mV | Δ=   8mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1600mV | AAA_OFF=1642mV | Δ= -42mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1568mV | Δ=  -2mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1592mV | Δ=   0mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=   0mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1560mV | Δ=  -2mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1566mV | Δ=  -2mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1554mV | Δ=  -8mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1486mV | AAA_OFF=1482mV | Δ=   4mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1614mV | Δ= -28mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1496mV | AAA_OFF=1496mV | Δ=   0mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1626mV | Δ= -40mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1564mV | Δ=   0mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1508mV | AAA_OFF=1508mV | Δ=   0mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1564mV | Δ=   4mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1494mV | AAA_OFF=1520mV | Δ= -26mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1568mV | Δ= -14mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1568mV | Δ=  -4mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1582mV | Δ=   2mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1570mV | Δ=  -2mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1574mV | Δ=   4mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1490mV | AAA_OFF=1488mV | Δ=   2mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1512mV | Δ=  18mV
#322 12:46:55 | [AA TEST] Total: 25 | Correct AA: 25 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#323 12:46:56 | [AA TEST] Total: 25 | Correct AA: 25 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#324 12:46:56 | [AA TEST] Total: 25 | Correct AA: 25 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#325 12:46:57 | [AA TEST] Total: 25 | Correct AA: 25 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#326 12:46:58 | [AA TEST] Total: 25 | Correct AA: 25 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#327 12:46:58 | [AA TEST] Total: 25 | Correct AA: 25 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#328 12:46:59 | [AA TEST] Total: 25 | Correct AA: 25 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#329 12:46:59 | [AA TEST] Total: 31 | Correct AA: 31 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 25 → 31
#330 12:47:00 | [AA TEST] Total:  7 | Correct AA:  7 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 31 → 7
#331 12:47:00 | [AA TEST] Total:  7 | Correct AA:  7 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1596mV | Δ= -46mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1550mV | Δ=  -2mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1558mV | Δ=  10mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1554mV | Δ=   6mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1572mV | Δ= -14mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1562mV | Δ= -10mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=   0mV
#332 12:47:01 | [AA TEST] Total:  7 | Correct AA:  7 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#333 12:47:02 | [AA TEST] Total:  7 | Correct AA:  7 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#334 12:47:02 | [AA TEST] Total:  7 | Correct AA:  7 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#335 12:47:03 | [AA TEST] Total:  7 | Correct AA:  7 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#336 12:47:03 | [AA TEST] Total:  7 | Correct AA:  7 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#337 12:47:04 | [AA TEST] Total:  7 | Correct AA:  7 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#338 12:47:04 | [AA TEST] Total:  7 | Correct AA:  7 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#339 12:47:05 | [AA TEST] Total:  7 | Correct AA:  7 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#340 12:47:06 | [AA TEST] Total:  7 | Correct AA:  7 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#341 12:47:06 | [AA TEST] Total:  7 | Correct AA:  7 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1596mV | Δ= -46mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1550mV | Δ=  -2mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1558mV | Δ=  10mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1554mV | Δ=   6mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1572mV | Δ= -14mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1562mV | Δ= -10mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=   0mV
#342 12:47:07 | [AA TEST] Total:  7 | Correct AA:  7 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#343 12:47:07 | [AA TEST] Total:  7 | Correct AA:  7 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#344 12:47:08 | [AA TEST] Total:  7 | Correct AA:  7 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#345 12:47:08 | [AA TEST] Total:  7 | Correct AA:  7 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#346 12:47:09 | [AA TEST] Total:  7 | Correct AA:  7 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#347 12:47:10 | [AA TEST] Total: 34 | Correct AA: 34 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 7 → 34
#348 12:47:10 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 34 → 48
#349 12:47:11 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#350 12:47:11 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#351 12:47:12 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1596mV | Δ= -46mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1522mV | Δ=  16mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=   0mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1558mV | Δ=   4mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1528mV | Δ=  14mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1546mV | Δ=   8mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1472mV | AAA_OFF=1446mV | Δ=  26mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1494mV | Δ=  36mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1478mV | AAA_OFF=1480mV | Δ=  -2mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1576mV | Δ=  -8mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1560mV | Δ=  10mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1542mV | Δ=  12mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1562mV | Δ=  32mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1568mV | Δ=  -2mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1484mV | AAA_OFF=1486mV | Δ=  -2mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1512mV | Δ=  34mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1602mV | Δ= -36mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1560mV | Δ= -10mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1560mV | Δ=   4mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1492mV | AAA_OFF=1474mV | Δ=  18mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1586mV | Δ= -30mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1584mV | Δ= -14mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1582mV | Δ= -22mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1594mV | Δ= -42mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1578mV | Δ= -10mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1570mV | Δ=   8mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1636mV | Δ= -46mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=   0mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1560mV | Δ= -18mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1554mV | Δ=  38mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1556mV | Δ=  -4mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1490mV | AAA_OFF=1500mV | Δ= -10mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1560mV | Δ= -26mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1494mV | AAA_OFF=1506mV | Δ= -12mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1564mV | Δ=   4mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1526mV | Δ=  22mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1506mV | AAA_OFF=1470mV | Δ=  36mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1600mV | AAA_OFF=1646mV | Δ= -46mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1462mV | AAA_OFF=1450mV | Δ=  12mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1578mV | Δ= -28mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1570mV | Δ=  -8mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1608mV | AAA_OFF=1642mV | Δ= -34mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1570mV | Δ=  -2mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1578mV | Δ=  -2mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1486mV | AAA_OFF=1452mV | Δ=  34mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1508mV | AAA_OFF=1514mV | Δ=  -6mV
#352 12:47:12 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#353 12:47:13 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#354 12:47:13 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#355 12:47:14 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#356 12:47:14 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#357 12:47:15 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#358 12:47:16 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#359 12:47:16 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#360 12:47:17 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#361 12:47:17 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1596mV | Δ= -46mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1522mV | Δ=  16mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=   0mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1558mV | Δ=   4mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1528mV | Δ=  14mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1546mV | Δ=   8mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1472mV | AAA_OFF=1446mV | Δ=  26mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1494mV | Δ=  36mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1478mV | AAA_OFF=1480mV | Δ=  -2mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1576mV | Δ=  -8mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1560mV | Δ=  10mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1542mV | Δ=  12mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1562mV | Δ=  32mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1568mV | Δ=  -2mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1484mV | AAA_OFF=1486mV | Δ=  -2mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1512mV | Δ=  34mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1602mV | Δ= -36mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1560mV | Δ= -10mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1560mV | Δ=   4mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1492mV | AAA_OFF=1474mV | Δ=  18mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1586mV | Δ= -30mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1584mV | Δ= -14mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1582mV | Δ= -22mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1594mV | Δ= -42mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1578mV | Δ= -10mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1570mV | Δ=   8mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1636mV | Δ= -46mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=   0mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1560mV | Δ= -18mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1554mV | Δ=  38mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1556mV | Δ=  -4mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1490mV | AAA_OFF=1500mV | Δ= -10mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1560mV | Δ= -26mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1494mV | AAA_OFF=1506mV | Δ= -12mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1564mV | Δ=   4mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1526mV | Δ=  22mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1506mV | AAA_OFF=1470mV | Δ=  36mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1600mV | AAA_OFF=1646mV | Δ= -46mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1462mV | AAA_OFF=1450mV | Δ=  12mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1578mV | Δ= -28mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1570mV | Δ=  -8mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1608mV | AAA_OFF=1642mV | Δ= -34mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1570mV | Δ=  -2mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1578mV | Δ=  -2mV
