KLVR Charger Detection Monitor - Started 2025-08-28 13:23:47
Monitoring: http://10.110.73.155:8000
============================================================

#  1 13:23:47 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1326mV | AAA_OFF=1322mV | Δ=   4mV | Cycle=1
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1332mV | AAA_OFF=1328mV | Δ=   4mV | Cycle=3
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1342mV | AAA_OFF=1340mV | Δ=   2mV | Cycle=3
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1560mV | Δ=   2mV | Cycle=3
    ✅ SLOT 34: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 36: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1574mV | Δ=   0mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1568mV | Δ=   4mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1332mV | AAA_OFF=1334mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1362mV | AAA_OFF=1360mV | Δ=   2mV | Cycle=2
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1344mV | AAA_OFF=1344mV | Δ=   0mV | Cycle=3
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1546mV | Δ=  -6mV | Cycle=3
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1550mV | Δ=   2mV | Cycle=2
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1550mV | Δ=   8mV | Cycle=2
#222 13:26:30 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#223 13:26:31 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#224 13:26:32 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#225 13:26:33 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#226 13:26:33 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#227 13:26:34 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#228 13:26:35 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#229 13:26:36 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#230 13:26:36 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#231 13:26:37 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1328mV | AAA_OFF=1336mV | Δ=  -8mV | Cycle=2
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1334mV | AAA_OFF=1326mV | Δ=   8mV | Cycle=2
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1334mV | AAA_OFF=1336mV | Δ=  -2mV | Cycle=2
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1340mV | AAA_OFF=1330mV | Δ=  10mV | Cycle=1
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1348mV | AAA_OFF=1334mV | Δ=  14mV | Cycle=2
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1326mV | AAA_OFF=1334mV | Δ=  -8mV | Cycle=2
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1338mV | AAA_OFF=1338mV | Δ=   0mV | Cycle=3
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1318mV | AAA_OFF=1328mV | Δ= -10mV | Cycle=2
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1326mV | AAA_OFF=1318mV | Δ=   8mV | Cycle=2
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1322mV | AAA_OFF=1316mV | Δ=   6mV | Cycle=2
    ✅ SLOT 10: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 13: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1540mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1548mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1542mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1562mV | Δ=  -8mV | Cycle=3
    ✅ SLOT 18: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1542mV | Δ= -10mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1564mV | Δ= -12mV | Cycle=3
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 22: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV | Cycle=3
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1324mV | AAA_OFF=1334mV | Δ= -10mV | Cycle=2
    ✅ SLOT 25: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 26: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 27: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1334mV | AAA_OFF=1334mV | Δ=   0mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1336mV | AAA_OFF=1342mV | Δ=  -6mV | Cycle=3
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1340mV | AAA_OFF=1338mV | Δ=   2mV | Cycle=3
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1332mV | AAA_OFF=1328mV | Δ=   4mV | Cycle=3
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1342mV | AAA_OFF=1340mV | Δ=   2mV | Cycle=3
    ✅ SLOT 33: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 34: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 36: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1332mV | AAA_OFF=1334mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1362mV | AAA_OFF=1360mV | Δ=   2mV | Cycle=2
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1344mV | AAA_OFF=1344mV | Δ=   0mV | Cycle=3
    ✅ SLOT 43: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 45: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
#232 13:26:38 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#233 13:26:39 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#234 13:26:39 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#235 13:26:40 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#236 13:26:41 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#237 13:26:42 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#238 13:26:42 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#239 13:26:43 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#240 13:26:44 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#241 13:26:45 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1328mV | AAA_OFF=1336mV | Δ=  -8mV | Cycle=2
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1334mV | AAA_OFF=1326mV | Δ=   8mV | Cycle=2
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1334mV | AAA_OFF=1336mV | Δ=  -2mV | Cycle=2
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1340mV | AAA_OFF=1330mV | Δ=  10mV | Cycle=1
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1348mV | AAA_OFF=1334mV | Δ=  14mV | Cycle=2
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1326mV | AAA_OFF=1334mV | Δ=  -8mV | Cycle=2
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1338mV | AAA_OFF=1338mV | Δ=   0mV | Cycle=3
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1318mV | AAA_OFF=1328mV | Δ= -10mV | Cycle=2
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1326mV | AAA_OFF=1318mV | Δ=   8mV | Cycle=2
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1322mV | AAA_OFF=1316mV | Δ=   6mV | Cycle=2
    ✅ SLOT 10: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 13: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1540mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1548mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1542mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1562mV | Δ=  -8mV | Cycle=3
    ✅ SLOT 18: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1542mV | Δ= -10mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1564mV | Δ= -12mV | Cycle=3
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 22: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV | Cycle=3
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1324mV | AAA_OFF=1334mV | Δ= -10mV | Cycle=2
    ✅ SLOT 25: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 26: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 27: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1334mV | AAA_OFF=1334mV | Δ=   0mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1336mV | AAA_OFF=1342mV | Δ=  -6mV | Cycle=3
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1340mV | AAA_OFF=1338mV | Δ=   2mV | Cycle=3
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1332mV | AAA_OFF=1328mV | Δ=   4mV | Cycle=3
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1342mV | AAA_OFF=1340mV | Δ=   2mV | Cycle=3
    ✅ SLOT 33: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 34: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 36: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1332mV | AAA_OFF=1334mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1362mV | AAA_OFF=1360mV | Δ=   2mV | Cycle=2
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1344mV | AAA_OFF=1344mV | Δ=   0mV | Cycle=3
    ✅ SLOT 43: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 45: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
#242 13:26:45 | [AA TEST] Total: 30 | Correct AA: 30 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 48 → 30
#243 13:26:46 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 30 → 6
#244 13:26:47 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#245 13:26:48 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#246 13:26:48 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#247 13:26:49 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#248 13:26:50 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#249 13:26:51 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#250 13:26:51 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#251 13:26:52 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1368mV | AAA_OFF=1334mV | Δ=  34mV | Cycle=3
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1590mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1542mV | Δ=   6mV | Cycle=2
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1572mV | Δ=   4mV | Cycle=1
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1554mV | Δ= -14mV | Cycle=3
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
#252 13:26:53 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#253 13:26:53 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#254 13:26:54 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#255 13:26:55 | [AA TEST] Total:  6 | Correct AA:  6 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#256 13:26:56 | [AA TEST] Total: 32 | Correct AA: 32 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 6 → 32
#257 13:26:56 | [AA TEST] Total: 32 | Correct AA: 32 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#258 13:26:57 | [AA TEST] Total: 32 | Correct AA: 32 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#259 13:26:58 | [AA TEST] Total: 32 | Correct AA: 32 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#260 13:26:59 | [AA TEST] Total: 32 | Correct AA: 32 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#261 13:26:59 | [AA TEST] Total: 32 | Correct AA: 32 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1334mV | AAA_OFF=1338mV | Δ=  -4mV | Cycle=3
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1326mV | AAA_OFF=1336mV | Δ= -10mV | Cycle=2
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1338mV | AAA_OFF=1338mV | Δ=   0mV | Cycle=1
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1342mV | AAA_OFF=1338mV | Δ=   4mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1336mV | AAA_OFF=1332mV | Δ=   4mV | Cycle=2
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1542mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=1
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1566mV | Δ= -10mV | Cycle=3
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1582mV | Δ= -20mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1542mV | Δ=   2mV | Cycle=2
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1546mV | Δ=   2mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1540mV | Δ=   2mV | Cycle=1
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1560mV | Δ=   6mV | Cycle=3
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1550mV | Δ=   4mV | Cycle=2
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1546mV | Δ=   2mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1560mV | Δ=   6mV | Cycle=2
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1564mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1574mV | Δ= -12mV | Cycle=3
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1324mV | AAA_OFF=1330mV | Δ=  -6mV | Cycle=3
    ✅ SLOT 36: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 37: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 39: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1330mV | AAA_OFF=1336mV | Δ=  -6mV | Cycle=3
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1364mV | AAA_OFF=1366mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1338mV | AAA_OFF=1346mV | Δ=  -8mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1542mV | Δ=   6mV | Cycle=2
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 45: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
#262 13:27:00 | [AA TEST] Total: 32 | Correct AA: 32 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#263 13:27:01 | [AA TEST] Total: 32 | Correct AA: 32 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#264 13:27:02 | [AA TEST] Total: 32 | Correct AA: 32 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#265 13:27:02 | [AA TEST] Total: 32 | Correct AA: 32 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#266 13:27:03 | [AA TEST] Total: 32 | Correct AA: 32 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#267 13:27:04 | [AA TEST] Total: 32 | Correct AA: 32 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#268 13:27:05 | [AA TEST] Total: 32 | Correct AA: 32 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#269 13:27:05 | [AA TEST] Total: 37 | Correct AA: 37 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 32 → 37
#270 13:27:06 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 37 → 47
#271 13:27:07 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1332mV | AAA_OFF=1338mV | Δ=  -6mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1324mV | AAA_OFF=1318mV | Δ=   6mV | Cycle=2
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1346mV | AAA_OFF=1336mV | Δ=  10mV | Cycle=2
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1324mV | AAA_OFF=1330mV | Δ=  -6mV | Cycle=2
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1334mV | AAA_OFF=1334mV | Δ=   0mV | Cycle=3
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1338mV | AAA_OFF=1336mV | Δ=   2mV | Cycle=1
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1338mV | AAA_OFF=1336mV | Δ=   2mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1330mV | AAA_OFF=1332mV | Δ=  -2mV | Cycle=2
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1322mV | AAA_OFF=1324mV | Δ=  -2mV | Cycle=2
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1320mV | AAA_OFF=1318mV | Δ=   2mV | Cycle=2
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1554mV | Δ=   4mV | Cycle=3
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1566mV | Δ=  26mV | Cycle=2
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1578mV | Δ=  -4mV | Cycle=1
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1538mV | Δ=   4mV | Cycle=2
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1548mV | Δ=   0mV | Cycle=3
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1542mV | Δ=   4mV | Cycle=2
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1554mV | Δ=  30mV | Cycle=3
